,uf,id_municipio,nome_municipio,ideb_2017,aluno_turma,hora_aula,prof_cs,aprovacao,reprovacao,abandono,distorcao,promocao,repetencia,evasao,migracao_eja
4578,RS,4310207,Ijuí,3.8,24.1,5.5,97.0,69,23.8,7.2,28,66.4,17.8,10.3,5.5
4579,RS,4310306,Ilópolis,5.0,13.1,4.2,87.5,93.5,6.5,0,15.2,92.4,3.3,4.3,0
4580,RS,4310330,Imbé,3.3,34.9,4.9,92.3,65.2,18.3,16.5,34.3,64.2,15.6,14.7,5.5
4581,RS,4310363,Imigrante,4.7,12.5,4.8,72.7,91.8,1.4,6.8,17.3,90.4,1.4,8.2,0
4582,RS,4310405,Independência,3.9,26.7,5.0,94.4,80.8,8.3,10.9,23.8,77.7,10.8,10.2,1.3
4583,RS,4310413,Inhacorá,3.1,13.7,4.7,100.0,83.1,5.2,11.7,53.7,79.7,6.3,12.7,1.3
4584,RS,4310439,Ipê,4.7,16.6,4.9,95.2,93.8,4.8,1.4,18.8,91.8,2.7,4.8,0.7
4585,RS,4310462,Ipiranga do Sul,4.1,16.0,5.3,100.0,100,0,0,8.3,97.9,0,2.1,0
4586,RS,4310504,Iraí,3.7,13.3,4.1,100.0,68.6,27.3,4.1,32.7,66.2,16,14.2,3.6
4587,RS,4310538,Itaara,2.6,22.6,4.7,100.0,67.1,16.4,16.5,47,63.9,14.8,19.4,1.9
4588,RS,4310553,Itacurubi,3.6,17.8,4.8,100.0,81.4,6.9,11.7,43.9,75.7,9.3,8.4,6.6
4589,RS,4310579,Itapuca,4.0,22.0,4.2,85.7,87.3,9.5,3.2,18.2,87.3,3.2,9.5,0
4590,RS,4310603,Itaqui,3.5,27.1,4.9,98.0,72.7,23.8,3.5,34.7,69.2,12.6,11.2,7
4591,RS,4310652,Itati,4.2,11.3,5.1,100.0,81.2,10.1,8.7,22.1,78.6,7.1,14.3,0
4592,RS,4310702,Itatiba do Sul,4.5,15.3,5.3,100.0,91.3,7.8,0.9,15,88.6,4.8,5.7,0.9
4593,RS,4310751,Ivorá,4.0,10.2,5.3,100.0,83.6,11.5,4.9,19.7,82,8.2,8.2,1.6
4594,RS,4310801,Ivoti,3.6,28.6,4.8,91.3,69.1,26.7,4.2,24.8,68.4,17.2,11.7,2.7
4595,RS,4310850,Jaboticaba,3.9,18.8,4.4,92.9,78.1,12.5,9.4,34,76.8,10.1,11.1,2
4596,RS,4310900,Jacutinga,4.5,21.3,5.3,100.0,92.3,1.5,6.2,17.2,90.8,1.5,4.6,3.1
4597,RS,4311106,Jaguari,4.3,16.6,5.1,97.4,83.1,15.7,1.2,36.6,84.6,8.2,6.3,0.9
4598,RS,4311122,Jaquirana,2.7,16.6,4.0,84.2,65.2,15.2,19.6,27.8,63.9,10.5,20.3,5.3
4599,RS,4311130,Jari,3.3,20.7,5.0,90.0,72.3,27.7,0,35.5,70.8,15.4,13.8,0
4600,RS,4311155,Jóia,3.1,20.5,5.0,93.3,61.3,26.3,12.4,35.8,59.1,19.1,13.6,8.2
4601,RS,4311239,Lagoa Bonita do Sul,4.5,21.8,5.0,93.3,92.1,1.1,6.8,21.8,91,1.1,7.9,0
4602,RS,4311254,Lagoão,2.8,21.3,4.8,88.9,75.9,12.4,11.7,25.9,72.7,10.5,16.8,0
4603,RS,4311270,Lagoa dos Três Cantos,5.3,11.3,5.0,90.0,97.6,2.4,0,5.9,97.7,2.3,0,0
4604,RS,4311429,Lajeado do Bugre,2.9,13.0,4.4,100.0,81.8,6.8,11.4,32.7,77.8,11.1,11.1,0
4605,RS,4311502,Lavras do Sul,3.3,28.7,4.5,100.0,77.5,9.2,13.3,47.8,65.6,14.4,18.8,1.2
4606,RS,4311601,Liberato Salzano,3.6,15.7,6.2,92.6,81.7,10.6,7.7,22.9,78.7,7.7,11.5,2.1
4607,RS,4311627,Lindolfo Collor,3.9,25.1,4.8,93.8,79.5,15,5.5,23.4,76.1,10.9,12.4,0.6
4608,RS,4311643,Linha Nova,4.9,10.3,5.3,91.7,90,3.3,6.7,6.5,90,0,10,0
4609,RS,4311700,Machadinho,3.9,18.8,4.2,87.5,77.1,18.1,4.8,23.1,77.2,16.8,4.2,1.8
4610,RS,4311718,Maçambará,3.0,14.8,6.0,97.3,76.2,17.3,6.5,43.3,70.5,11.4,16.7,1.4
4611,RS,4311734,Mampituba,4.2,20.3,4.3,100.0,90.4,8.4,1.2,16,90.4,4.8,4.8,0
4612,RS,4311759,Manoel Viana,2.8,23.2,4.9,94.4,59.1,20.7,20.2,51.7,54.8,22.9,21.4,0.9
4613,RS,4311775,Maquiné,3.5,19.3,5.0,96.7,78.8,8.2,13,28.1,77.3,10.3,11.6,0.8
4614,RS,4311791,Maratá,4.4,19.7,4.0,90.9,86.4,3.4,10.2,27.1,86.4,1.7,11.9,0
4615,RS,4311809,Marau,3.2,27.1,4.7,97.4,71.7,18.6,9.7,26.6,70.4,12.6,13.8,3.2
4616,RS,4311908,Marcelino Ramos,3.3,13.3,4.8,96.3,77,13.8,9.2,28.8,74.7,10,15.3,0
4617,RS,4311981,Mariana Pimentel,3.6,25.0,4.5,100.0,84.7,5.6,9.7,27.2,79.2,3.1,17.7,0
4618,RS,4312005,Mariano Moro,4.2,21.7,4.3,100.0,88.7,9.7,1.6,18.5,88.7,3.2,8.1,0
4619,RS,4312054,Marques de Souza,4.4,15.2,4.5,100.0,84.6,15.4,0,29.7,83.5,12.1,1.1,3.3
4620,RS,4312104,Mata,3.7,19.6,5.1,92.9,73.1,13.5,13.4,31.8,73.2,11.5,13.4,1.9
4621,RS,4312138,Mato Castelhano,2.5,9.8,5.2,93.3,69.1,30.9,0,28.6,67.3,18.2,14.5,0
4622,RS,4312153,Mato Leitão,3.6,23.3,4.5,94.1,77.6,15.8,6.6,26.4,75.3,9,15.1,0.6
4623,RS,4312203,Maximiliano de Almeida,3.9,18.6,4.4,100.0,82.2,14.4,3.4,24.2,81.8,12.2,5.4,0.6
4624,RS,4312252,Minas do Leão,3.7,27.6,4.6,100.0,77.6,22.4,0,34.7,72.1,11.4,6.4,10.1
4625,RS,4312302,Miraguaí,2.3,17.6,4.8,100.0,54.2,26.9,18.9,36.3,53.3,29,12.2,5.5
4626,RS,4312351,Montauri,4.5,15.0,4.0,100.0,84.4,11.1,4.5,22.2,84.4,6.7,8.9,0
4627,RS,4312377,Monte Alegre dos Campos,3.2,20.0,5.0,100.0,78,17,5,22,73,10,14,3
4628,RS,4312385,Monte Belo do Sul,4.2,13.8,4.8,100.0,88.9,9.3,1.8,9.1,86,8.8,1.8,3.4
4629,RS,4312401,Montenegro,3.6,26.2,4.5,79.2,70.1,23.3,6.6,30.8,65.5,13.8,14.8,5.9
4630,RS,4312427,Mormaço,4.1,24.0,4.8,100.0,75.3,19.4,5.3,32.3,70.5,17.9,8.4,3.2
4631,RS,4312443,Morrinhos do Sul,4.2,11.8,4.6,100.0,93.7,0,6.3,16.9,93.7,2.5,3.8,0
4632,RS,4312450,Morro Redondo,3.7,19.1,4.4,95.0,72.7,9.6,17.7,46.6,70.5,10,17,2.5
4633,RS,4312476,Morro Reuter,4.5,23.8,4.1,88.9,90.6,5.8,3.6,14,89.4,3.5,5,2.1
4634,RS,4312500,Mostardas,3.1,22.7,4.5,96.7,68.8,19.4,11.8,40.6,66.1,17,15.4,1.5
4635,RS,4312609,Muçum,3.2,18.9,5.3,93.8,78.1,12.5,9.4,32.6,74.2,10.6,12.9,2.3
4636,RS,4312617,Muitos Capões,3.1,19.0,4.2,90.9,77.9,16.9,5.2,34.2,74,16.9,9.1,0
4637,RS,4312625,Muliterno,4.0,10.7,4.2,90.0,76.5,5.9,17.6,31.3,77.1,11.4,8.6,2.9
4638,RS,4312658,Não-Me-Toque,3.0,21.3,4.7,96.0,65.6,32.6,1.8,32.9,64.3,15.7,12.9,7.1
4639,RS,4312674,Nicolau Vergueiro,3.3,10.7,5.0,100.0,79.4,14.7,5.9,12.5,79.4,14.7,5.9,0
4640,RS,4312708,Nonoai,3.0,26.1,5.0,96.7,73.3,14.8,11.9,33.4,71.7,9.1,14.9,4.3
4641,RS,4312757,Nova Alvorada,4.0,17.8,4.7,100.0,86.9,5.6,7.5,16.8,86,2.8,11.2,0
4642,RS,4312807,Nova Araçá,4.0,18.0,4.6,94.7,86.1,7.4,6.5,25,83.6,5.5,9.1,1.8
4643,RS,4312906,Nova Bassano,3.6,20.1,5.3,87.5,81.7,16.6,1.7,13.3,81.7,12,5.4,0.9
4644,RS,4312955,Nova Boa Vista,4.8,20.2,5.0,100.0,87.8,11.2,1,10.9,85.9,7.1,3,4
4645,RS,4313003,Nova Bréscia,4.0,18.0,5.0,72.7,94.3,1.1,4.6,6.7,93.2,0,5.7,1.1
4646,RS,4313011,Nova Candelária,4.3,16.3,4.0,90.9,87.9,3,9.1,26.2,85.1,9,5.9,0
4647,RS,4313060,Nova Hartz,3.3,28.7,4.4,70.5,71.6,16.3,12.1,29.4,70.7,15.7,12.9,0.7
4648,RS,4313086,Nova Pádua,4.6,20.0,5.0,75.0,93.4,6.6,0,5,93.4,4.9,1.7,0
4649,RS,4313102,Nova Palma,4.0,26.5,5.1,100.0,80.4,17.8,1.8,21.2,77.5,11.9,6.9,3.7
4650,RS,4313201,Nova Petrópolis,4.2,23.7,4.3,85.0,72.7,23.1,4.2,29.8,65.4,10.5,16.8,7.3
4651,RS,4313300,Nova Prata,3.7,23.1,5.0,91.4,71.5,17.8,10.7,33.1,69.2,17.7,6.5,6.6
4652,RS,4313334,Nova Ramada,4.6,13.7,5.0,100.0,95.2,4.8,0,17.1,95.2,2.4,2.4,0
4653,RS,4313359,Nova Roma do Sul,4.8,20.5,4.0,91.7,94,1.2,4.8,30.5,91.6,1.2,4.8,2.4
4654,RS,4313375,Nova Santa Rita,3.0,29.7,4.2,76.3,65.8,21.3,12.9,41.7,64.9,18.3,13.4,3.4
4655,RS,4313391,Novo Cabrais,3.1,15.3,4.3,100.0,73.5,7.1,19.4,35.9,71.4,19.4,7.1,2.1
4656,RS,4313425,Novo Machado,3.9,18.4,5.0,91.7,68.8,23.7,7.5,25,68.8,11.8,14,5.4
4657,RS,4313441,Novo Tiradentes,3.5,11.3,4.7,100.0,89.7,0,10.3,27.9,90,0,8.6,1.4
4658,RS,4313490,Novo Barreiro,3.3,15.9,4.9,100.0,74.8,18.1,7.1,31.5,75.2,16.3,8.5,0
4659,RS,4313508,Osório,3.8,25.8,5.4,92.5,75.3,13.7,11,25.5,74.4,11.7,7.5,6.4
4660,RS,4313607,Paim Filho,3.4,18.3,4.0,92.9,83.2,12.1,4.7,29.1,80,10,8.2,1.8
4661,RS,4313656,Palmares do Sul,2.0,27.8,4.7,100.0,66.4,24.8,8.8,53.9,50.8,11.3,23.6,14.3
4662,RS,4313706,Palmeira das Missões,4.1,22.2,5.6,95.0,79.4,16.7,3.9,28.5,72.4,15.1,7.5,5
4663,RS,4313805,Palmitinho,4.2,18.1,4.3,100.0,85.2,9.2,5.6,20.4,81.6,9.2,5.5,3.7
4664,RS,4313904,Panambi,3.3,21.8,4.7,98.1,69.9,21.6,8.5,36.1,73.7,12.1,10.4,3.8
4665,RS,4313953,Pantano Grande,2.9,26.4,4.7,87.1,69.8,23.7,6.5,25.7,66.5,14.8,13.6,5.1
4666,RS,4314001,Paraí,3.9,19.8,5.1,95.7,82.1,17.9,0,10.6,81.1,12.2,4.6,2.1
4667,RS,4314027,Paraíso do Sul,4.0,20.4,4.4,100.0,84,13.6,2.4,23.9,80.5,6.1,13.4,0
4668,RS,4314035,Pareci Novo,3.9,15.7,4.6,80.0,77.1,9.4,13.5,23.4,74.7,8.4,16.9,0
4669,RS,4314050,Parobé,3.0,27.4,4.5,89.7,73.6,16.7,9.7,24.4,71.9,11.5,14.3,2.3
4670,RS,4314068,Passa Sete,3.9,21.7,4.9,100.0,85.5,7.5,7,28.2,82.4,5.3,12.3,0
4671,RS,4314076,Passo do Sobrado,2.9,25.8,4.6,78.9,68.7,22.6,8.7,37.4,68,21.9,8.7,1.4
4672,RS,4314100,Passo Fundo,3.6,24.9,4.9,97.1,72.3,18.6,9.1,31.1,68.9,12.7,14.8,3.6
4673,RS,4314134,Paulo Bento,4.2,17.3,4.6,100.0,80.8,15.4,3.8,34.6,58.5,15.1,22.6,3.8
4674,RS,4314159,Paverama,3.9,25.3,4.6,78.6,82.2,14.9,2.9,15.8,79.3,8.9,10.8,1
4675,RS,4314209,Pedro Osório,3.1,24.4,4.9,100.0,66.8,29,4.2,30.3,60.9,18.8,13.7,6.6
4676,RS,4314308,Pejuçara,3.5,14.2,4.0,95.5,81.8,9.1,9.1,35.3,75.6,11,4.9,8.5
4677,RS,4314423,Picada Café,4.5,20.2,4.9,81.3,86,5.6,8.4,20.9,82.4,6,10.4,1.2
4678,RS,4314456,Pinhal,3.1,17.8,4.5,100.0,72.6,14.2,13.2,36.4,72.9,8.4,16.8,1.9
4679,RS,4314464,Pinhal da Serra,4.1,27.0,4.0,100.0,88.9,9.9,1.2,25.9,87.7,7.4,4.9,0
4680,RS,4314472,Pinhal Grande,3.9,21.6,5.2,100.0,74.6,19.7,5.7,18.5,72,16.8,9.8,1.4
4681,RS,4314498,Pinheirinho do Vale,3.8,22.3,4.9,100.0,80.1,14.1,5.8,29.5,77.8,11.7,9.9,0.6
4682,RS,4314506,Pinheiro Machado,2.8,43.5,5.0,100.0,52.4,33.5,14.1,45.6,47.5,18.1,23.2,11.2
4683,RS,4314548,Pinto Bandeira,3.5,14.3,4.2,100.0,86.7,6.7,6.6,27.9,80.4,6.5,6.5,6.6
4684,RS,4314555,Pirapó,2.9,19.8,5.3,100.0,76.5,13.6,9.9,19,75.3,14.8,9.9,0
4685,RS,4314605,Piratini,2.5,22.8,4.3,97.8,66,29.1,4.9,32.7,50.6,32.1,12.7,4.6
4686,RS,4314704,Planalto,3.4,22.1,5.5,95.0,74.6,12.3,13.1,36.3,72.9,13.2,12.9,1
4687,RS,4314753,Poço das Antas,4.3,22.0,4.0,100.0,83.1,7.7,9.2,31.8,80.3,6.1,12.1,1.5
4688,RS,4314779,Pontão,3.8,17.3,5.0,92.3,80.2,9.9,9.9,24,66.9,27.4,4.8,0.9
4689,RS,4314803,Portão,3.4,29.6,5.3,85.2,72.7,24.2,3.1,27.2,69.6,17.3,10.9,2.2
4690,RS,4315008,Porto Lucena,4.8,17.8,5.0,100.0,90.7,4.7,4.6,22.5,85.2,4.5,10.3,0
4691,RS,4315057,Porto Mauá,4.7,10.7,5.0,100.0,100,0,0,21.9,96.7,3.3,0,0
4692,RS,4315073,Porto Vera Cruz,4.6,13.7,5.0,66.7,92.9,2.4,4.7,7.3,92.9,0,7.1,0
4693,RS,4315107,Porto Xavier,4.3,18.5,5.1,100.0,84.8,10.3,4.9,21.4,82.2,5.9,8.9,3
4694,RS,4315156,Progresso,3.8,18.2,4.7,94.7,85,9.4,5.6,18.1,83,7.7,8.8,0.5
4695,RS,4315172,Protásio Alves,4.5,14.7,5.3,90.0,92.9,7.1,0,4.5,92.9,7.1,0,0
4696,RS,4315206,Putinga,4.2,17.5,4.8,100.0,90.7,2.8,6.5,13.3,88.2,2.7,8.2,0.9
4697,RS,4315305,Quaraí,2.5,24.6,4.2,94.6,65.1,21.1,13.8,39.2,61.6,19.7,12.6,6.1
4698,RS,4315313,Quatro Irmãos,3.0,12.3,4.6,100.0,75,8.3,16.7,24.5,73.5,6.1,18.4,2
4699,RS,4315321,Quevedos,3.8,16.5,4.3,100.0,76.9,20,3.1,30.3,69.1,11.8,13.2,5.9
4700,RS,4315354,Quinze de Novembro,4.3,15.5,4.9,100.0,90.3,6.5,3.2,23.7,89.2,4.3,6.5,0
4701,RS,4315453,Relvado,4.5,17.3,5.0,100.0,90.2,7.8,2,13.5,90.2,5.9,3.9,0
4702,RS,4315503,Restinga Sêca,3.3,24.1,4.3,100.0,62.2,30.8,7,38,61.2,23.1,9.8,5.9
4703,RS,4315552,Rio dos Índios,3.4,23.3,4.4,100.0,79.8,7.9,12.3,24.7,74.2,8.6,12.9,4.3
4704,RS,4315701,Rio Pardo,3.7,25.5,4.8,92.1,77.3,15.9,6.8,34.4,72.9,11.8,11.3,4
4705,RS,4315750,Riozinho,4.4,20.3,4.4,91.7,95.1,0,4.9,23,93.5,0.8,5.7,0
4706,RS,4315800,Roca Sales,3.2,29.9,4.5,100.0,78.9,10.1,11,43.5,77.2,8.7,14.1,0
4707,RS,4315909,Rodeio Bonito,4.1,19.8,6.4,100.0,87,13,0,16.7,86.2,6.7,2.1,5
4708,RS,4315958,Rolador,3.5,25.0,3.8,100.0,79.5,13.7,6.8,34.7,75,9.2,14.5,1.3
4709,RS,4316006,Rolante,3.2,23.9,4.7,100.0,67.5,11.4,21.1,31,69.2,11.8,18.4,0.6
4710,RS,4316105,Ronda Alta,4.3,18.6,4.8,91.2,84,12.5,3.5,28.7,77.7,11.3,7.8,3.2
4711,RS,4316204,Rondinha,4.4,15.3,5.0,100.0,97.8,0,2.2,13.1,96.4,0.6,3,0
4712,RS,4316303,Roque Gonzales,3.3,16.6,5.2,100.0,73.6,20.9,5.5,28.9,70.3,13.5,12.2,4
4713,RS,4316428,Sagrada Família,4.0,8.1,4.2,100.0,89.7,8.8,1.5,13.8,87,7.2,2.9,2.9
4714,RS,4316436,Saldanha Marinho,2.5,16.6,4.6,100.0,62.4,2.4,35.2,43.4,61.2,4.7,31.8,2.3
4715,RS,4316477,Salvador das Missões,4.2,18.3,5.5,90.9,86,14,0,16.4,84.5,13.8,0,1.7
4716,RS,4316501,Salvador do Sul,4.1,26.0,4.4,80.0,80.1,7.2,12.7,32.7,72.1,8,17.9,2
4717,RS,4316600,Sananduva,4.0,24.9,4.9,96.9,78.3,17.7,4,26.3,76.7,11.6,8.6,3.1
4718,RS,4316709,Santa Bárbara do Sul,2.9,25.4,5.0,96.2,70.6,17.4,12,28.2,68.5,16.1,14.8,0.6
4719,RS,4316733,Santa Cecília do Sul,3.5,16.7,4.5,100.0,71.4,24.5,4.1,24,67.3,18.4,14.3,0
4720,RS,4316758,Santa Clara do Sul,4.0,26.7,4.7,83.3,79.7,8.8,11.5,21.4,77.6,5.5,16.4,0.5
4721,RS,4316808,Santa Cruz do Sul,3.8,27.0,4.8,93.2,72.7,17.8,9.5,34.4,67.7,12.5,13.1,6.7
4722,RS,4316956,Santa Maria do Herval,4.6,23.7,4.2,100.0,83.7,12,4.3,24.7,81.9,9,9.1,0
4723,RS,4317004,Santana da Boa Vista,2.0,20.5,5.0,100.0,55.1,42.7,2.2,45.8,52,30.2,11.6,6.2
4724,RS,4317103,Sant'Ana do Livramento,3.2,24.6,4.4,95.2,71.7,24.5,3.8,38.2,68,14.2,12.3,5.5
4725,RS,4317202,Santa Rosa,3.3,25.8,5.1,96.4,65.5,26.5,8,33.1,63,21.3,10.4,5.3
4726,RS,4317251,Santa Tereza,5.1,11.7,4.0,100.0,94.3,5.7,0,17.1,88.6,5.7,2.9,2.8
4727,RS,4317400,Santiago,3.9,20.7,4.9,99.3,78.4,18.7,2.9,27.2,74.6,10.5,9.1,5.8
4728,RS,4317509,Santo Ângelo,3.5,25.4,4.6,94.0,70.5,21.5,8,35.8,67.1,15.7,11.7,5.5
4729,RS,4317558,Santo Antônio do Palma,4.2,14.6,5.0,91.7,97.3,2.7,0,15.1,95.9,0,1.4,2.7
4730,RS,4317608,Santo Antônio da Patrulha,2.9,28.1,4.9,94.3,71,22.3,6.7,26.5,66.7,17.3,14.2,1.8
4731,RS,4317707,Santo Antônio das Missões,2.6,17.1,5.2,100.0,66,16.4,17.6,40.1,62.5,16.5,16.1,4.9
4732,RS,4317756,Santo Antônio do Planalto,4.4,19.7,4.0,90.9,87.3,12.7,0,16.9,85.5,10.9,3.6,0
4733,RS,4317806,Santo Augusto,3.5,25.9,5.0,97.3,70.9,21.5,7.6,40.1,78.4,11,5.9,4.7
4734,RS,4317905,Santo Cristo,4.8,26.3,4.8,96.6,84.7,14.4,0.9,17.8,80.9,10.3,5,3.8
4735,RS,4317954,Santo Expedito do Sul,4.0,17.0,6.0,100.0,89.9,10.1,0,16.2,85.5,2.9,7.2,4.4
4736,RS,4318002,São Borja,3.3,22.6,4.9,97.8,74.7,20,5.3,38,72.2,12.8,8,7
4737,RS,4318051,São Domingos do Sul,5.4,19.2,4.4,100.0,93.7,6.3,0,11.5,93.7,4.2,2.1,0
4738,RS,4318101,São Francisco de Assis,3.1,23.3,4.8,100.0,78,15.4,6.6,36.1,73.6,8.4,14.5,3.5
4739,RS,4318200,São Francisco de Paula,3.0,26.4,4.1,80.5,61.2,37.8,1,29.7,58.7,16.9,20.2,4.2
4740,RS,4318309,São Gabriel,2.7,26.8,5.0,98.1,60.9,33.3,5.8,45.2,55.8,23,15.1,6.1
4741,RS,4318424,São João da Urtiga,4.0,15.9,5.3,94.1,85.2,7.7,7.1,24.5,85.3,7,7.7,0
4742,RS,4318432,São João do Polêsine,3.5,19.4,5.3,100.0,74.8,20.6,4.6,23.7,73,11.7,9.9,5.4
4743,RS,4318440,São Jorge,3.8,24.7,5.2,90.9,80.3,15.8,3.9,9.5,78.9,17.1,4,0
4744,RS,4318457,São José das Missões,3.4,13.5,5.6,100.0,74,21.9,4.1,37,69.2,19.2,3.8,7.8
4745,RS,4318465,São José do Herval,2.8,19.0,4.0,88.9,71.4,12.5,16.1,38.6,71.4,7.1,19.6,1.9
4746,RS,4318481,São José do Hortêncio,4.7,20.8,4.2,90.9,89,2.4,8.6,24.1,87.8,0,9.8,2.4
4747,RS,4318499,São José do Inhacorá,5.6,17.3,5.0,100.0,94.3,5.7,0,15.4,92.5,5.7,1.8,0
4748,RS,4318606,São José do Ouro,4.7,19.4,5.0,100.0,97.2,2.2,0.6,19.4,90.7,0,4.9,4.4
4749,RS,4318614,São José do Sul,4.2,16.7,5.2,100.0,98,2,0,10,98,2,0,0
4750,RS,4318622,São José dos Ausentes,3.5,23.2,5.0,100.0,70.9,23.9,5.2,16.4,70.1,14.5,13.7,1.7
4751,RS,4318903,São Luiz Gonzaga,3.6,21.9,5.3,97.2,76,17,7,26.7,72.8,14.3,8.4,4.5
4752,RS,4319109,São Martinho,3.3,13.5,4.8,100.0,67.1,25.3,7.6,28.4,65.1,12,15.7,7.2
4753,RS,4319158,São Miguel das Missões,3.2,21.4,4.7,94.1,68.1,31.4,0.5,40.9,65.8,25.9,7.8,0.5
4754,RS,4319208,São Nicolau,3.4,16.2,4.7,96.3,70.5,23,6.5,19.2,70.2,14.2,11.3,4.3
4755,RS,4319307,São Paulo das Missões,4.1,18.4,4.7,100.0,82.3,13.4,4.3,26.5,77.4,6.7,14,1.9
4756,RS,4319364,São Pedro das Missões,2.9,14.7,4.1,100.0,62.4,8.2,29.4,42,62.5,29.5,6.8,1.2
4757,RS,4319372,São Pedro do Butiá,3.8,13.2,4.5,93.3,78.2,10.3,11.5,36.7,71.6,13.6,14.8,0
4758,RS,4319406,São Pedro do Sul,3.1,24.4,5.0,100.0,59.3,31.3,9.4,41.1,58.2,20.5,17.9,3.4
4759,RS,4319505,São Sebastião do Caí,4.0,25.6,4.7,86.7,74.3,13.7,12,36.9,68.9,13.3,17.5,0.3
4760,RS,4319604,São Sepé,2.8,21.3,4.4,94.6,54.5,35.9,9.6,45.7,50.7,23.9,14.5,10.9
4761,RS,4319703,São Valentim,4.5,13.2,4.3,100.0,92.1,7.9,0,12.1,85.7,4.8,7.9,1.6
4762,RS,4319711,São Valentim do Sul,4.5,17.7,4.3,100.0,85.5,12.7,1.8,20.8,85.5,7.3,7.2,0
4763,RS,4319752,São Vendelino,4.0,19.3,4.1,77.8,81,13.8,5.2,10.3,81.4,6.8,11.8,0
4764,RS,4319802,São Vicente do Sul,3.4,21.6,5.2,100.0,74.7,14.7,10.6,41.7,88.4,6.6,3.3,1.7
4765,RS,4319901,Sapiranga,3.5,30.7,4.7,80.2,68.5,23.8,7.7,30.1,66.7,13.9,18.2,1.2
4766,RS,4320008,Sapucaia do Sul,3.4,28.8,4.8,88.3,70,26.4,3.6,44.6,66.6,14.7,13.6,5.1
4767,RS,4320107,Sarandi,3.7,28.8,4.8,97.1,67.8,22.3,9.9,31.4,64.9,15.5,15.7,3.9
4768,RS,4320206,Seberi,3.7,19.9,5.1,89.2,73.3,20.4,6.3,32.3,67.4,15.4,10.1,7.1
4769,RS,4320263,Segredo,3.2,22.4,4.5,100.0,71.7,17.3,11,34.1,68.6,9.1,22.3,0
4770,RS,4320305,Selbach,4.4,14.9,4.8,100.0,85.6,7.7,6.7,27.9,81,7.6,11.4,0
4771,RS,4320321,Senador Salgado Filho,3.2,20.0,4.7,100.0,77.6,8.6,13.8,20,75,8.3,16.7,0
4772,RS,4320354,Sentinela do Sul,2.9,20.6,4.8,100.0,83,4.2,12.8,32.1,77.2,6,14.4,2.4
4773,RS,4320404,Serafina Corrêa,3.6,30.8,4.2,100.0,68.3,24.9,6.8,28.3,65.7,13,18.6,2.7
4774,RS,4320453,Sério,4.7,16.0,5.0,81.8,95.8,0,4.2,12.5,93.8,2.1,4.1,0
4775,RS,4320503,Sertão,4.6,16.3,5.0,100.0,89.8,7.1,3.1,30.6,65.6,31.7,1.8,0.9
4776,RS,4320552,Sertão Santana,3.9,25.4,4.7,100.0,81.8,9.1,9.1,26.6,81.4,8.7,9.9,0
4777,RS,4320578,Sete de Setembro,4.5,14.0,5.4,100.0,86.7,8.9,4.4,21.4,86.7,11.1,2.2,0
4778,RS,4320602,Severiano de Almeida,3.7,17.3,4.6,100.0,81.7,18.3,0,17.3,81,11.4,7.6,0
4779,RS,4320677,Sinimbu,3.6,25.9,5.0,94.4,74.7,11.4,13.9,30.9,73.9,9.1,15.7,1.3
4780,RS,4320701,Sobradinho,4.0,24.2,4.8,94.6,74.1,17.8,8.1,31.6,68.7,13.5,13.9,3.9
4781,RS,4320800,Soledade,3.3,21.2,4.6,98.3,70.8,20.1,9.1,34.4,65.4,16.6,13.8,4.2
4782,RS,4320859,Tabaí,4.9,18.7,5.0,92.3,98.2,0,1.8,7.1,91.4,2.6,4.3,1.7
4783,RS,4321006,Tapera,4.1,16.0,4.5,92.4,81.7,15,3.3,16.8,79.5,8.8,8.4,3.3
4784,RS,4321303,Taquari,3.6,22.4,4.6,88.6,74.8,19.7,5.5,30.8,71.9,15.2,8.4,4.5
4785,RS,4321329,Taquaruçu do Sul,4.8,15.8,5.2,100.0,86.6,11,2.4,21.5,85.4,8.5,4.9,1.2
4786,RS,4321352,Tavares,3.6,22.4,4.2,85.7,87.4,10.1,2.5,29.3,85.5,5.7,8.2,0.6
4787,RS,4321402,Tenente Portela,3.0,21.6,4.9,93.5,75.9,17.3,6.8,25.8,72.8,13.6,8,5.6
4788,RS,4321436,Terra de Areia,3.5,28.5,5.0,94.4,70,23.8,6.2,36.6,69.3,11.8,17,1.9
4789,RS,4321451,Teutônia,3.4,24.4,4.8,87.7,65.4,25.9,8.7,29.5,62,13.9,16.8,7.3
4790,RS,4321469,Tio Hugo,3.0,16.8,5.0,90.9,77.2,11.4,11.4,31,77.2,2.5,16.5,3.8
4791,RS,4321477,Tiradentes do Sul,3.9,15.7,4.8,100.0,73.4,15.1,11.5,23.4,72.3,17,9.9,0.8
4792,RS,4321493,Toropi,4.1,17.6,4.7,100.0,92.2,6.7,1.1,22.7,87.8,2.2,10,0
4793,RS,4321501,Torres,4.0,26.0,4.9,100.0,76.9,17.7,5.4,28.8,74.6,12.8,8.7,3.9
4794,RS,4321600,Tramandaí,3.1,31.8,4.5,92.0,70.2,22,7.8,37.5,66.6,14.5,15.6,3.3
4795,RS,4321626,Travesseiro,4.8,19.7,4.3,100.0,95.2,0,4.8,27.1,95.2,1.6,3.2,0
